"f_1110-1"	"Points:0"	"Points:1"	"Points:2"
-0.36515	-0.29503	-0.048517	0
-0.51901	-0.38542	0.037821	0
-0.32497	-0.28635	0.063459	0
-0.43596	-0.42297	-0.0050812	0
-0.44951	-0.31768	-0.078932	0
-0.20812	-0.47165	-0.047396	0
-0.52197	-0.38211	-0.031068	0
-0.3538	-0.2925	0.050542	0
-0.36498	-0.29504	0.043023	0
-0.50028	-0.3383	-0.03567	0
-0.14245	-0.48224	0.017411	0
-0.39075	-0.30114	-0.056322	0
-0.50554	-0.39514	-0.0066127	0
-0.16328	-0.25748	0.056943	0
-0.5225	-0.35491	0.034178	0
-0.2161	-0.26612	-0.046084	0
-0.39227	-0.43492	0.093281	0
-0.40128	-0.30381	-0.083643	0
-0.23115	-0.26869	-0.078508	0
-0.52662	-0.37469	-0.025247	0
-0.07339	-0.49254	-0.033062	0
-0.51859	-0.35098	0.0065463	0
-0.523	-0.38087	-0.041586	0
-0.27421	-0.46003	0.0077019	0
-0.27932	-0.27738	-0.081031	0
-0.33094	-0.28759	0.09236	0
-0.43264	-0.31246	-0.033214	0
-0.42893	-0.42504	0.069367	0
-0.52729	-0.36324	0.041891	0
-0.14455	-0.48191	-0.055113	0
-0.15494	-0.48029	0.056029	0
-0.42937	-0.31145	0.092145	0
-0.16624	-0.25794	0.080796	0
-0.24546	-0.46525	0.093461	0
-0.51864	-0.3855	-0.082015	0
-0.42963	-0.31153	0.08322	0
-0.31825	-0.28495	-0.093581	0
-0.51946	-0.3847	-0.06662	0
-0.52748	-0.37115	-0.084107	0
