"f_1110-0"	"Points:0"	"Points:1"	"Points:2"
-0.4777	-0.43681	-0.063674	0
-0.8468	-0.39744	0.05626	0
-1.7388	-0.30527	-0.091675	0
-2.0176	-0.27314	-0.023782	0
-2.1357	-0.25821	-0.044898	0
-2.1336	-0.25849	0.065048	0
-1.058	-0.37587	0.090819	0
-0.29396	-0.45806	-0.07155	0
-0.28792	-0.45878	0.024765	0
-0.75907	-0.40655	0.038735	0
-2.021	-0.27274	-0.0049927	0
-0.14542	-0.47662	-0.021374	0
-1.0314	-0.37857	0.014561	0
-0.42141	-0.44317	0.068263	0
-1.1244	-0.36914	-0.067847	0
-1.1365	-0.36791	0.016363	0
-1.176	-0.3639	0.091179	0
-0.36365	-0.44981	0.017538	0
-1.6976	-0.30976	-0.023856	0
-1.8944	-0.28778	-0.01362	0
-0.41796	-0.44357	-0.080101	0
-0.44168	-0.44087	0.029928	0
-1.799	-0.2986	0.0093555	0
-1.7103	-0.30839	0.010719	0
-1.753	-0.30371	-0.0071365	0
-1.2549	-0.35589	-0.091749	0
-1.4306	-0.33793	-0.061675	0
-1.4795	-0.33286	-0.091471	0
-1.3728	-0.34387	0.045533	0
-0.90728	-0.39123	0.024861	0
-2.1332	-0.25853	0.041481	0
-0.6803	-0.41482	0.071225	0
-1.1611	-0.36541	-0.034231	0
-1.3378	-0.34744	0.076075	0
-0.67597	-0.41529	0.092142	0
-1.5472	-0.3258	0.09125	0
-1.9973	-0.27561	0.025763	0
-0.77859	-0.40452	-0.091593	0
-0.83772	-0.39839	0.065835	0
-1.1772	-0.36378	0.056343	0
-0.6234	-0.42089	0.048634	0
-1.2433	-0.35707	-0.047249	0
-0.33747	-0.45289	0.053476	0
-1.5141	-0.32926	0.069958	0
-1.5243	-0.3282	0.036213	0
-0.034431	-0.49172	-0.024017	0
-1.3096	-0.35032	-0.025502	0
-0.030667	-0.49228	0.045412	0
-1.0945	-0.37217	-0.042363	0
-0.03821	-0.49119	0.030601	0
-0.63246	-0.41992	-0.071723	0
-0.40313	-0.44525	-0.038563	0
-1.882	-0.28919	-0.078071	0
-1.7844	-0.30024	-0.039368	0
-0.87533	-0.39451	-0.078871	0
-0.86265	-0.39581	0.010607	0
-0.030742	-0.49227	0.0062087	0
-2.1398	-0.25767	0.016937	0
-2.0223	-0.27257	0.054709	0
-1.1546	-0.36608	0.0046806	0
-1.0552	-0.37615	0.065068	0
-2.1453	-0.25694	-0.034054	0
-1.9256	-0.28413	-0.058804	0
-1.6396	-0.31601	-0.093038	0
-0.97909	-0.38389	-0.092222	0
-0.9471	-0.38716	0.0079701	0
-0.029729	-0.49238	0.065142	0
-0.030817	-0.49222	-0.065334	0
-1.935	-0.28303	-0.038507	0
-1.3003	-0.35127	0.020028	0
-1.0769	-0.37395	-0.09192	0
-1.8356	-0.2945	0.0012238	0
-1.0849	-0.37314	-0.058475	0
-0.03233	-0.49204	-0.0067947	0
-0.4209	-0.44323	-0.029277	0
-0.98913	-0.38287	0.023441	0
-1.0356	-0.37814	0.080654	0
-0.20209	-0.46937	-0.0099091	0
-2.0542	-0.26862	0.068787	0
-2.0409	-0.27027	0.011451	0
-2.1346	-0.25836	-0.09164	0
-0.27091	-0.46084	0.079232	0
-1.2432	-0.35708	-0.078297	0
-0.55509	-0.42829	0.062175	0
-0.028129	-0.49264	-0.045995	0
